"HGNC ID"	"Approved Symbol"	"Approved Name"	"Status"	"Previous Symbols"	"Synonyms"	"Chromosome"	"Accession Numbers"	"RefSeq IDs"
"HGNC:798"	"ATOX1"	"ATX1 antioxidant protein 1 homolog (yeast)"	"Approved"		"HAH1"	"5q32"	"U70660"	"NM_004045"
"HGNC:799"	"ATP1A1"	"ATPase, Na+/K+ transporting, alpha 1 polypeptide"	"Approved"			"1p13"	"D00099"	
"HGNC:28262"	"ATP1A1OS"	"ATP1A1 opposite strand"	"Approved"	"C1orf203"	"MGC16179"	"1p13.1"	"BC007373"	"NM_032766"
"HGNC:800"	"ATP1A2"	"ATPase, Na+/K+ transporting, alpha 2 polypeptide"	"Approved"	"MHP2"	"FHM2"	"1q21-q23"	"AB018321"	"NM_000702"
"HGNC:801"	"ATP1A3"	"ATPase, Na+/K+ transporting, alpha 3 polypeptide"	"Approved"	"DYT12"		"19q13.2"		"NM_152296"
"HGNC:14073"	"ATP1A4"	"ATPase, Na+/K+ transporting, alpha 4 polypeptide"	"Approved"	"ATP1AL2"		"1q21-q23"	"BC028297"	"NM_144699"
"HGNC:802"	"ATP1AL1~withdrawn"	"symbol withdrawn, see ATP12A"	"Symbol Withdrawn"					
"HGNC:803"	"ATP1AL2~withdrawn"	"symbol withdrawn, see ATP1A4"	"Symbol Withdrawn"					
"HGNC:804"	"ATP1B1"	"ATPase, Na+/K+ transporting, beta 1 polypeptide"	"Approved"	"ATP1B"		"1q22-q25"	"U16799"	
"HGNC:809"	"ATP1B1P1"	"ATPase, Na+/K+ transporting, beta 1 polypeptide pseudogene 1"	"Approved"	"ATP1BL1"		"4p15-q13"	"M25159"	"NG_001081"
"HGNC:805"	"ATP1B2"	"ATPase, Na+/K+ transporting, beta 2 polypeptide"	"Approved"		"AMOG"	"17p13.1"	"U45945"	"NM_001678"
"HGNC:806"	"ATP1B3"	"ATPase, Na+/K+ transporting, beta 3 polypeptide"	"Approved"		"FLJ29027, CD298"	"3q23"	"BC011835"	"NM_001679"
"HGNC:40088"	"ATP1B3-AS1"	"ATP1B3 antisense RNA 1 (non-protein coding)"	"Approved"			"3q23"		
"HGNC:807"	"ATP1B3P1"	"ATPase, Na+/K+ transporting, beta 3 pseudogene"	"Approved"			"2p15-p13"	"AF005898"	"NG_000849"
"HGNC:808"	"ATP1B4"	"ATPase, Na+/K+ transporting, beta 4 polypeptide"	"Approved"			"Xq24"	"AF158383"	"NM_001142447"
"HGNC:810"	"ATP1G1~withdrawn"	"symbol withdrawn, see FXYD2"	"Symbol Withdrawn"					
"HGNC:811"	"ATP2A1"	"ATPase, Ca++ transporting, cardiac muscle, fast twitch 1"	"Approved"	"ATP2A"	"SERCA1"	"16p12.1"		"NM_004320"
"HGNC:812"	"ATP2A2"	"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2"	"Approved"	"ATP2B, DAR"	"SERCA2"	"12q24.11"		"NM_001681"
"HGNC:813"	"ATP2A3"	"ATPase, Ca++ transporting, ubiquitous"	"Approved"		"SERCA3"	"17p13.3"		"NM_174953"
"HGNC:814"	"ATP2B1"	"ATPase, Ca++ transporting, plasma membrane 1"	"Approved"		"PMCA1"	"12q21.33"	"J04027"	"NM_001682"
"HGNC:815"	"ATP2B2"	"ATPase, Ca++ transporting, plasma membrane 2"	"Approved"		"PMCA2"	"3p25.3"	"X63575"	"NM_001683"
"HGNC:41309"	"ATP2B2-IT1"	"ATP2B2 intronic transcript 1 (non-protein coding)"	"Approved"			"3p25.3"		
"HGNC:41310"	"ATP2B2-IT2"	"ATP2B2 intronic transcript 2 (non-protein coding)"	"Approved"			"3p25.3"		
"HGNC:816"	"ATP2B3"	"ATPase, Ca++ transporting, plasma membrane 3"	"Approved"		"PMCA3"	"Xq28"	"U60414"	"NM_021949"
"HGNC:817"	"ATP2B4"	"ATPase, Ca++ transporting, plasma membrane 4"	"Approved"	"ATP2B2, MXRA1"	"PMCA4"	"1q32.1"	"M25874"	"NM_001001396"
"HGNC:13211"	"ATP2C1"	"ATPase, Ca++ transporting, type 2C, member 1"	"Approved"	"BCPM"	"KIAA1347, ATP2C1A, PMR1, SPCA1"	"3q21.3"	"AF181120"	"NM_001001486"
"HGNC:29103"	"ATP2C2"	"ATPase, Ca++ transporting, type 2C, member 2"	"Approved"		"KIAA0703, SPCA2"	"16q24.1"	"AK091051"	"NM_014861"
"HGNC:818"	"ATP3~withdrawn"	"entry withdrawn"	"Entry Withdrawn"					
"HGNC:819"	"ATP4A"	"ATPase, H+/K+ exchanging, alpha polypeptide"	"Approved"		"ATP6A"	"19q13.1"		"NM_000704"
"HGNC:820"	"ATP4B"	"ATPase, H+/K+ exchanging, beta polypeptide"	"Approved"		"ATP6B"	"13q34"		"NM_000705"
"HGNC:823"	"ATP5A1"	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle"	"Approved"	"ATP5AL2, ATPM"	"ATP5A, hATP1, OMR, ORM"	"18q21"	"D14710"	"NM_004046"
"HGNC:827"	"ATP5A1P1"	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1 pseudogene 1"	"Approved"	"ATP5AP1"		"9p12"		
"HGNC:828"	"ATP5A1P2"	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1 pseudogene 2"	"Approved"	"ATP5AP2"		"2q24.1"		"NG_008671"
"HGNC:829"	"ATP5A1P3"	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1 pseudogene 3"	"Approved"	"ATP5AP3"		"16q22.2"		"NG_008672"
"HGNC:23563"	"ATP5A1P4"	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1 pseudogene 4"	"Approved"	"ATP5AP4"		"14q23.2"		"NG_022842"
"HGNC:825"	"ATP5A1P5"	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1 pseudogene 5"	"Approved"	"ATP5AL1"		"9p12"		
"HGNC:37664"	"ATP5A1P6"	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1 pseudogene 6"	"Approved"			"9p11.2"		
"HGNC:37665"	"ATP5A1P7"	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1 pseudogene 7"	"Approved"			"9p11.2"		
"HGNC:37666"	"ATP5A1P8"	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1 pseudogene 8"	"Approved"			"9p12"		
"HGNC:37667"	"ATP5A1P9"	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1 pseudogene 9"	"Approved"			"9p13.1"		
"HGNC:37668"	"ATP5A1P10"	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1 pseudogene 10"	"Approved"			"9q13"		
"HGNC:826"	"ATP5AL2~withdrawn"	"symbol withdrawn, see ATP5A1"	"Symbol Withdrawn"					
"HGNC:822"	"ATP5A~withdrawn"	"symbol withdrawn, see ATP5J"	"Symbol Withdrawn"					
"HGNC:830"	"ATP5B"	"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide"	"Approved"	"ATPSB"		"12p13.3"	"M27132"	"NM_001686"
"HGNC:832"	"ATP5BL2~withdrawn"	"entry withdrawn"	"Entry Withdrawn"					
"HGNC:831"	"ATP5BP1"	"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide pseudogene 1"	"Approved"	"ATPSBL1, ATP5BL1"	"ATPMBL1"	"2q11.2"		
"HGNC:833"	"ATP5C1"	"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"	"Approved"	"ATP5CL1, ATP5C"		"10p14"	"D16561"	"NM_005174"
"HGNC:834"	"ATP5C1P1"	"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 pseudogene 1"	"Approved"	"ATP5CL2, ATP5C2"		"14q22.2"		"NG_004656"
"HGNC:835"	"ATP5CL1~withdrawn"	"symbol withdrawn, see ATP5C1"	"Symbol Withdrawn"					
"HGNC:836"	"ATP5CL2~withdrawn"	"symbol withdrawn, see ATP5C1P1"	"Symbol Withdrawn"					
"HGNC:837"	"ATP5D"	"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit"	"Approved"			"19p13.3"	"X63423"	"NM_001687"
"HGNC:838"	"ATP5E"	"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit"	"Approved"			"20q13.3"	"AF077045"	"NM_001001977"
"HGNC:839"	"ATP5EP1"	"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit pseudogene 1"	"Approved"			"4q25"	"AF277095"	
"HGNC:34026"	"ATP5EP2"	"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit pseudogene 2"	"Approved"			"13q12"	"EC567419"	"NR_002162"
"HGNC:840"	"ATP5F1"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1"	"Approved"			"1p13.2"	"X60221"	"NM_001688"
"HGNC:39742"	"ATP5F1P1"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1 pseudogene 1"	"Approved"			"13q14.3"		
"HGNC:39743"	"ATP5F1P2"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1 pseudogene 2"	"Approved"			"7q21.3"		
"HGNC:39744"	"ATP5F1P3"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1 pseudogene 3"	"Approved"			"7q36.1"		
"HGNC:39745"	"ATP5F1P4"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1 pseudogene 4"	"Approved"			"2q23.3"		
"HGNC:39746"	"ATP5F1P5"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1 pseudogene 5"	"Approved"			"11q24.1"		
"HGNC:39747"	"ATP5F1P6"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1 pseudogene 6"	"Approved"			"6q24.1"		
"HGNC:39748"	"ATP5F1P7"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1 pseudogene 7"	"Approved"			"16q23.1"		
"HGNC:841"	"ATP5G1"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)"	"Approved"	"ATP5G"		"17q21.32"	"D13118"	"NM_005175"
"HGNC:19815"	"ATP5G1P1"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9) pseudogene 1"	"Approved"	"ATP5GP3"		"14q32.33"		"NG_002514"
"HGNC:19817"	"ATP5G1P2"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9) pseudogene 2"	"Approved"	"ATP5GP4"		"14q12"		"NG_002515"
"HGNC:39506"	"ATP5G1P3"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9) pseudogene 3"	"Approved"			"3q22.3"		"NG_022220"
"HGNC:39507"	"ATP5G1P4"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9) pseudogene 4"	"Approved"			"3q26.31"		
"HGNC:39508"	"ATP5G1P5"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9) pseudogene 5"	"Approved"			"13q33.3"		
"HGNC:39509"	"ATP5G1P6"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9) pseudogene 6"	"Approved"			"18q21.33"		
"HGNC:39510"	"ATP5G1P7"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9) pseudogene 7"	"Approved"			"10q22.1"		
"HGNC:39511"	"ATP5G1P8"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9) pseudogene 8"	"Approved"			"10q22.3"		
"HGNC:842"	"ATP5G2"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)"	"Approved"			"12q13.13"	"X69908"	"NM_005176"
"HGNC:844"	"ATP5G2P1"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9) pseudogene 1"	"Approved"	"ATP5GP1"		"1q32.2"	"X69909"	"NG_004659"
"HGNC:19672"	"ATP5G2P2"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9) pseudogene 2"	"Approved"	"ATP5GP2"		"14q21.3"		"NG_002500"
"HGNC:42187"	"ATP5G2P3"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9) pseudogene 3"	"Approved"			"2q33.1"		
"HGNC:42188"	"ATP5G2P4"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9) pseudogene 4"	"Approved"			"Xp11.4"		
"HGNC:843"	"ATP5G3"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9)"	"Approved"			"2q31.1"	"BC106881"	"NM_001689"
"HGNC:845"	"ATP5H"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d"	"Approved"		"ATPQ, ATP5JD"	"17q25"	"AF087135"	"NM_006356"
"HGNC:31021"	"ATP5HP1"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d, pseudogene 1"	"Approved"		"HsT18164"	"15q15.2"	"AC009852"	"NG_004675"
"HGNC:846"	"ATP5I"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E"	"Approved"			"4p16.3"	"AB028624"	
"HGNC:847"	"ATP5J"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6"	"Approved"	"ATP5A, ATP5, ATPM"	"CF6"	"21q21.1"	"M37104"	"NM_001685"
"HGNC:848"	"ATP5J2"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2"	"Approved"		"F1Fo-ATPase, ATP5JL"	"7q22.1"	"AF047436"	"NM_004889"
"HGNC:38844"	"ATP5J2-PTCD1"	"ATP5J2-PTCD1 readthrough"	"Approved"			"7q22.1"		"NM_001198879.1"
"HGNC:849"	"ATP5J2LP"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2-like pseudogene"	"Approved"			"21q22.13"		
"HGNC:21540"	"ATP5J2P2"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2 pseudogene 2"	"Approved"		"bA249L21.4"	"6q21"		
"HGNC:21286"	"ATP5J2P3"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2 pseudogene 3"	"Approved"		"bA159H20.5"	9		
"HGNC:32451"	"ATP5J2P4"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2 pseudogene 4"	"Approved"			"17q24.1"		
"HGNC:33611"	"ATP5J2P5"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2 pseudogene 5"	"Approved"			"12p13.3"		"NG_005477"
"HGNC:33612"	"ATP5J2P6"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2 pseudogene 6"	"Approved"			"15q22"		"NG_005475"
"HGNC:23933"	"ATP5JP1"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6 pseudogene 1"	"Approved"			"Yp11.2"		"NG_002918"
"HGNC:14247"	"ATP5L"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit G"	"Approved"		"ATP5JG"	"11q23.3"	"AF092124"	"NM_006476"
"HGNC:13213"	"ATP5L2"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit G2"	"Approved"	"ATP5K2"	"dJ222E13.5"	"22q13.33-qter"	"AF092923"	"NM_001165877"
"HGNC:13214"	"ATP5LP1"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit g, pseudogene 1"	"Approved"	"ATP5KP1"	"ATPE5KP1"	"11q13.1"	"AF261721"	"NG_004834"
"HGNC:13215"	"ATP5LP2"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit g, pseudogene 2"	"Approved"	"ATP5KP2"		"6q22.31"	"AF261722"	"NG_005040"
"HGNC:13216"	"ATP5LP3"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit g, pseudogene 3"	"Approved"	"ATP5KP3"		"4p15.2"	"AF261723"	
"HGNC:38165"	"ATP5LP4"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit g, pseudogene 4"	"Approved"			"4q31.23"		
"HGNC:38167"	"ATP5LP5"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit g, pseudogene 5"	"Approved"			"3q25.2"		
"HGNC:38168"	"ATP5LP6"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit g, pseudogene 6"	"Approved"			"17q25.1"		
"HGNC:38169"	"ATP5LP7"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit g, pseudogene 7"	"Approved"			"17q21.2"		
"HGNC:38170"	"ATP5LP8"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit g, pseudogene 8"	"Approved"			"11p14.1"		
"HGNC:850"	"ATP5O"	"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit"	"Approved"		"OSCP, ATPO"	"21q22"	"AF088071"	"NM_001697"
"HGNC:18799"	"ATP5S"	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B)"	"Approved"		"HSU79253, ATPW"	"14q21.3"	"U79253"	"NM_015684"
"HGNC:25496"	"ATP5SL"	"ATP5S-like"	"Approved"		"FLJ10241"	"19q13.2"	"AK001103"	"NM_018035"
"HGNC:821"	"ATP5~withdrawn"	"symbol withdrawn, see ATP5J"	"Symbol Withdrawn"					
"HGNC:868"	"ATP6AP1"	"ATPase, H+ transporting, lysosomal accessory protein 1"	"Approved"	"ATP6S1, ATP6IP1"	"ORF, XAP-3, VATPS1, 16A, Ac45, XAP3, CF2"	"Xq28"	"D16469"	"NM_001183"
"HGNC:28091"	"ATP6AP1L"	"ATPase, H+ transporting, lysosomal accessory protein 1-like"	"Approved"			"5q14.2"	"AK022625"	"NM_001017971"
"HGNC:18305"	"ATP6AP2"	"ATPase, H+ transporting, lysosomal accessory protein 2"	"Approved"	"ATP6IP2"	"M8-9, APT6M8-9, ATP6M8-9"	"Xp11.4"	"AF248966"	"NM_005765"
"HGNC:867"	"ATP6N2~withdrawn"	"symbol withdrawn, see ATP6V0A4"	"Symbol Withdrawn"					
"HGNC:851"	"ATP6V1A"	"ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A"	"Approved"	"VPP2, ATP6A1, ATP6V1A1"	"Vma1, VA68"	"3q13.31"	"L09235"	"NM_001690"
"HGNC:852"	"ATP6V1A2~withdrawn"	"entry withdrawn"	"Entry Withdrawn"					
"HGNC:853"	"ATP6V1B1"	"ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1"	"Approved"	"VPP3, ATP6B1"	"VATB, RTA1B, Vma2"	"2p13"	"AF107466"	"NM_001692"
"HGNC:854"	"ATP6V1B2"	"ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2"	"Approved"	"VPP3, ATP6B2"	"VATB, Vma2, HO57"	"8p21.3"	"L35249"	"NM_001693"
"HGNC:856"	"ATP6V1C1"	"ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1"	"Approved"	"ATP6D, ATP6C"	"VATC, Vma5"	"8p22.3"	"X69151"	"NM_001695"
"HGNC:18264"	"ATP6V1C2"	"ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C2"	"Approved"		"VMA5, ATP6C2"	"2p25.1"	"AY039759"	"NM_144583"
"HGNC:13527"	"ATP6V1D"	"ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D"	"Approved"	"ATP6M"	"VATD, VMA8"	"14q23-q24.2"	"AF145316"	"NM_015994"
"HGNC:857"	"ATP6V1E1"	"ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1"	"Approved"	"ATP6E, ATP6V1E"	"P31, Vma4, ATP6E2"	"22q11.2"	"X76228"	"NM_001696"
"HGNC:859"	"ATP6V1E1P1"	"ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1 pseudogene 1"	"Approved"	"ATP6EP1, ATP6V1EP1"		"1p34.2"		
"HGNC:860"	"ATP6V1E1P2"	"ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1 pseudogene 2"	"Approved"	"ATP6EP2, ATP6V1EP2"		"18q11.2"		
"HGNC:858"	"ATP6V1E1P3"	"ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1 pseudogene 3"	"Approved"	"ATP6EL1, ATP6V1EL1"		"12q14.2"		"NG_009357"
"HGNC:18125"	"ATP6V1E2"	"ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E2"	"Approved"	"ATP6EL2, ATP6V1EL2"	"MGC9341, VMA4, ATP6E1"	"2p21"	"BC008981"	"NM_080653"
"HGNC:16832"	"ATP6V1F"	"ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F"	"Approved"		"ATP6S14, VATF, Vma7"	"7q32.1"	"D49400"	"NM_004231"
"HGNC:864"	"ATP6V1G1"	"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1"	"Approved"	"ATP6J, ATP6G1"	"ATP6GL, Vma10, ATP6G, DKFZp547P234"	"9q33.1"	"AF038954"	"NM_004888"
"HGNC:19816"	"ATP6V1G1P1"	"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1 pseudogene 1"	"Approved"	"ATP6V1GP1"		"14q32.33"		"NG_001019"
"HGNC:29359"	"ATP6V1G1P2"	"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1 pseudogene 2"	"Approved"	"ATP6V1GP2"		"8q11.21"	"AC120036"	"NG_022387"
"HGNC:37670"	"ATP6V1G1P3"	"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1 pseudogene 3"	"Approved"			"9q34.3"		
"HGNC:37671"	"ATP6V1G1P4"	"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1 pseudogene 4"	"Approved"			"10p11.21"		
"HGNC:37672"	"ATP6V1G1P5"	"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1 pseudogene 5"	"Approved"			"5q33.1"		
"HGNC:37673"	"ATP6V1G1P6"	"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1 pseudogene 6"	"Approved"			"5q14.1"		
"HGNC:39852"	"ATP6V1G1P7"	"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1 pseudogene 7"	"Approved"			"13q33.1"		
"HGNC:862"	"ATP6V1G2"	"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2"	"Approved"	"ATP6G, ATP6G2"	"Vma10, NG38, Em:AC004181.3"	"6p21.3"	"Y14768"	"NM_130463"
"HGNC:41999"	"ATP6V1G2-DDX39B"	"ATP6V1G2-DDX39B readthrough (non-protein coding)"	"Approved"			"6p21.33"		"NR_037853.1"
"HGNC:18265"	"ATP6V1G3"	"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G3"	"Approved"		"ATP6G3, Vma10"	"1q32.2"	"AY039760"	"NM_133326"
"HGNC:18303"	"ATP6V1H"	"ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H"	"Approved"		"CGI-11, SFD, VMA13, SFDalpha, SFDbeta"	"8q11.2"	"AF132945"	"NM_015941"
"HGNC:865"	"ATP6V0A1"	"ATPase, H+ transporting, lysosomal V0 subunit a1"	"Approved"	"VPP1, ATP6N1, ATP6N1A"	"a1, Vph1, Stv1"	"17q21"	"U73006"	"NM_001130020"
"HGNC:18481"	"ATP6V0A2"	"ATPase, H+ transporting, lysosomal V0 subunit a2"	"Approved"		"TJ6, a2, TJ6s, TJ6M, ATP6a2, J6B7, ATP6N1D, Vph1, Stv1"	"12q24.31"	"AF112972"	"NM_012463"
"HGNC:866"	"ATP6V0A4"	"ATPase, H+ transporting, lysosomal V0 subunit a4"	"Approved"	"ATP6N1B, ATP6N2, RTA1C"	"RDRTA2, VPP2, RTADR, a4, Vph1, Stv1"	"7q34"	"AF245517"	"NM_020632"
"HGNC:861"	"ATP6V0B"	"ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b"	"Approved"	"ATP6F"	"VMA16, HATPL"	"1p32.3"	"BC000423"	"NM_004047"
"HGNC:855"	"ATP6V0C"	"ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c"	"Approved"	"ATPL, ATP6C, ATP6L"	"VATL, Vma3"	"16p13.3"	"M62762"	"NM_001694"
"HGNC:31323"	"ATP6V0CP1"	"ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c pseudogene 1"	"Approved"	"ATCD1"		"17p13.2"		"NG_009542"
"HGNC:40000"	"ATP6V0CP2"	"ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c pseudogene 2"	"Approved"			"3q13.13"		
"HGNC:40001"	"ATP6V0CP3"	"ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c pseudogene 3"	"Approved"			"6p21.1"		
"HGNC:40002"	"ATP6V0CP4"	"ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c pseudogene 4"	"Approved"			"1p34.2"		
"HGNC:13724"	"ATP6V0D1"	"ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1"	"Approved"	"ATP6D"	"ATP6DV, VATX, VPATPD, P39, Vma6"	"16q22"	"X71490"	"NM_004691"
"HGNC:18266"	"ATP6V0D2"	"ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2"	"Approved"		"FLJ38708, VMA6, ATP6D2"	"8q21.3"	"AY079172"	"NM_152565"
"HGNC:863"	"ATP6V0E1"	"ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1"	"Approved"	"ATP6H, ATP6V0E"	"M9.2"	"5q35.2"	"Y15286"	"NM_003945"
"HGNC:41935"	"ATP6V0E1P1"	"ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1 pseudogene 1"	"Approved"			"5q31.1"		
"HGNC:41936"	"ATP6V0E1P2"	"ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1 pseudogene 2"	"Approved"			"3p22.1"		
"HGNC:41937"	"ATP6V0E1P3"	"ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1 pseudogene 3"	"Approved"			"2p22.3"		
"HGNC:41938"	"ATP6V0E1P4"	"ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1 pseudogene 4"	"Approved"			"1p33"		
"HGNC:21723"	"ATP6V0E2"	"ATPase, H+ transporting V0 subunit e2"	"Approved"	"C7orf32, ATP6V0E2L"		"7q36.1"	"AK057700"	"NM_145230"
"HGNC:869"	"ATP7A"	"ATPase, Cu++ transporting, alpha polypeptide"	"Approved"	"MNK"		"Xq21.1"	"L06133"	"NM_000052"
"HGNC:870"	"ATP7B"	"ATPase, Cu++ transporting, beta polypeptide"	"Approved"	"WND"		"13q14.3"	"U11700"	"NM_000053"
"HGNC:31014"	"ATP7BP1"	"ATPase, Cu++ transporting, beta polypeptide pseudogene 1"	"Approved"			"18q11.2"		
"HGNC:13531"	"ATP8A1"	"ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1"	"Approved"		"ATPIA"	"4p13"	"AF067820"	"NM_006095"
"HGNC:13533"	"ATP8A2"	"ATPase, aminophospholipid transporter, class I, type 8A, member 2"	"Approved"		"ATPIB, ML-1"	"13q12"	"AL137256"	"NM_016529"
"HGNC:39662"	"ATP8A2P1"	"ATPase, aminophospholipid transporter, class I, type 8A, member 2 pseudogene 1"	"Approved"			"10p11.21"		"NG_025483"
"HGNC:39663"	"ATP8A2P2"	"ATPase, aminophospholipid transporter, class I, type 8A, member 2 pseudogene 2"	"Approved"			"13q13.1"		
"HGNC:42641"	"ATP8A2P3"	"ATPase, aminophospholipid transporter, class I, type 8A, member 2 pseudogene 3"	"Approved"			"13q12.13"		
"HGNC:3706"	"ATP8B1"	"ATPase, aminophospholipid transporter, class I, type 8B, member 1"	"Approved"	"FIC1, BRIC, PFIC1"	"ATPIC, PFIC"	"18q21"	"AF038007"	"NM_005603"
